Position,From,To,Academic Connection,Country Connection,Music Connection,Sports Connection,Movie Connection
2407,29,27,,,,,
2408,29,28,,,,,
2409,29,29,,,,,
2410,29,30,,,,,
2411,29,31,,,,,
2412,29,32,,,,,
2413,29,33,,,,,
2414,29,34,,,,,
2415,29,35,,,,,
2416,29,36,,,,,
2417,29,37,,,,,
2418,29,38,,,,,
2419,29,39,,,,,
2420,29,40,,,,,
2421,29,41,,,,,
2422,29,42,,,,,
2423,29,43,,,,,
2424,29,44,,,,,
2425,29,45,,,,,
2426,29,46,,,,,
2427,29,47,,,,,
2428,29,48,,,,,
2429,29,49,,,,,
2430,29,50,,,,,
2431,29,51,,,,,
2432,29,52,,,,,
2433,29,53,,,,,
2434,29,54,,,,,
2435,29,55,,,,,
2436,29,56,,,,,
2437,29,57,,,,,
2438,29,58,,,,,
2439,29,59,,,,,
2440,29,60,,,,,
2441,29,61,,,,,
2442,29,62,,,,,
2443,29,63,,,,,
2444,29,64,,,,,
2445,29,65,,,,,
2446,29,66,,,,,
2447,29,67,,,,,
2448,29,68,,,,,
2449,29,69,,,,,
2450,29,70,,,,,
2451,29,71,,,,,
2452,29,72,,,,,
2453,29,73,,,,,
2454,29,74,,,,,
2455,29,75,,,,,
2456,29,76,,,,,
2457,29,77,,,,,
2458,29,78,,,,,
2459,29,79,,,,,
2460,29,80,,,,,
2461,29,81,,,,,
2462,29,82,,,,,
2463,29,83,,,,,
2464,29,84,,,,,
2465,29,85,,,,,
2466,30,1,,,,,
2467,30,2,,,,,
2468,30,3,,,,,
2469,30,4,,,,,
2470,30,5,,,,,
2471,30,6,,,,,
2472,30,7,,,,,
2473,30,8,,,,,
2474,30,9,,,,,
2475,30,10,,,,,
2476,30,11,,,,,
2477,30,12,,,,,
2478,30,13,,,,,
2479,30,14,,,,,
2480,30,15,,,,,
2481,30,16,,,,,
2482,30,17,,,,,
2483,30,18,,,,,
2484,30,19,,,,,
2485,30,20,,,,,
2486,30,21,,,,,
2487,30,22,,,,,
2488,30,23,,,,,
2489,30,24,,,,,
2490,30,25,,,,,
2491,30,26,,,,,
2492,30,27,,,,,
2493,30,28,,,,,
2494,30,29,,,,,
2495,30,30,,,,,
2496,30,31,,,,,
2497,30,32,,,,,
2498,30,33,,,,,
2499,30,34,,,,,
2500,30,35,,,,,
2501,30,36,,,,,
2502,30,37,,,,,
2503,30,38,,,,,
2504,30,39,,,,,
2505,30,40,,,,,
2506,30,41,,,,,
2507,30,42,,,,,
2508,30,43,,,,,
2509,30,44,,,,,
2510,30,45,,,,,
2511,30,46,,,,,
2512,30,47,,,,,
2513,30,48,,,,,
2514,30,49,,,,,
2515,30,50,,,,,
2516,30,51,,,,,
2517,30,52,,,,,
2518,30,53,,,,,
2519,30,54,,,,,
2520,30,55,,,,,
2521,30,56,,,,,
2522,30,57,,,,,
2523,30,58,,,,,
2524,30,59,,,,,
2525,30,60,,,,,
2526,30,61,,,,,
2527,30,62,,,,,
2528,30,63,,,,,
2529,30,64,,,,,
2530,30,65,,,,,
2531,30,66,,,,,
2532,30,67,,,,,
2533,30,68,,,,,
2534,30,69,,,,,
2535,30,70,,,,,
2536,30,71,,,,,
2537,30,72,,,,,
2538,30,73,,,,,
2539,30,74,,,,,
2540,30,75,,,,,
2541,30,76,,,,,
2542,30,77,,,,,
2543,30,78,,,,,
2544,30,79,,,,,
2545,30,80,,,,,
2546,30,81,,,,,
2547,30,82,,,,,
2548,30,83,,,,,
2549,30,84,,,,,
2550,30,85,,,,,
2551,31,1,,,,,
2552,31,2,,,,,
2553,31,3,,,,,
2554,31,4,,,,,
2555,31,5,,,,,
2556,31,6,,,,,
2557,31,7,,,,,
2558,31,8,,,,,
2559,31,9,,,,,
2560,31,10,,,,,
2561,31,11,,,,,
2562,31,12,,,,,
2563,31,13,,,,,
2564,31,14,,,,,
2565,31,15,,,,,
2566,31,16,,,,,
2567,31,17,,,,,
2568,31,18,,,,,
2569,31,19,,,,,
2570,31,20,,,,,
2571,31,21,,,,,
2572,31,22,,,,,
2573,31,23,,,,,
2574,31,24,,,,,
2575,31,25,,,,,
2576,31,26,,,,,
2577,31,27,,,,,
2578,31,28,,,,,
2579,31,29,,,,,
2580,31,30,,,,,
2581,31,31,,,,,
2582,31,32,,,,,
2583,31,33,,,,,
2584,31,34,,,,,
2585,31,35,,,,,
2586,31,36,,,,,
2587,31,37,,,,,
2588,31,38,,,,,
2589,31,39,,,,,
2590,31,40,,,,,
2591,31,41,,,,,
2592,31,42,,,,,
2593,31,43,,,,,
2594,31,44,,,,,
2595,31,45,,,,,
2596,31,46,,,,,
2597,31,47,,,,,
2598,31,48,,,,,
2599,31,49,,,,,
2600,31,50,,,,,
2601,31,51,,,,,
2602,31,52,,,,,
2603,31,53,,,,,
2604,31,54,,,,,
2605,31,55,,,,,
2606,31,56,,,,,
2607,31,57,,,,,
2608,31,58,,,,,
2609,31,59,,,,,
2610,31,60,,,,,
2611,31,61,,,,,
2612,31,62,,,,,
2613,31,63,,,,,
2614,31,64,,,,,
2615,31,65,,,,,
2616,31,66,,,,,
2617,31,67,,,,,
2618,31,68,,,,,
2619,31,69,,,,,
2620,31,70,,,,,
2621,31,71,,,,,
2622,31,72,,,,,
2623,31,73,,,,,
2624,31,74,,,,,
2625,31,75,,,,,
2626,31,76,,,,,
2627,31,77,,,,,
2628,31,78,,,,,
2629,31,79,,,,,
2630,31,80,,,,,
2631,31,81,,,,,
2632,31,82,,,,,
2633,31,83,,,,,
2634,31,84,,,,,
2635,31,85,,,,,
2636,32,1,,,,,
2637,32,2,,,,,
2638,32,3,,,,,
2639,32,4,,,,,
2640,32,5,,,,,
2641,32,6,,,,,
2642,32,7,,,,,
2643,32,8,,,,,
2644,32,9,,,,,
2645,32,10,,,,,
2646,32,11,,,,,
2647,32,12,,,,,
2648,32,13,,,,,
2649,32,14,,,,,
2650,32,15,,,,,
2651,32,16,,,,,
2652,32,17,,,,,
2653,32,18,,,,,
2654,32,19,,,,,
2655,32,20,,,,,
2656,32,21,,,,,
2657,32,22,,,,,
2658,32,23,,,,,
2659,32,24,,,,,
2660,32,25,,,,,
2661,32,26,,,,,
2662,32,27,,,,,
2663,32,28,,,,,
2664,32,29,,,,,
2665,32,30,,,,,
2666,32,31,,,,,
2667,32,32,,,,,
2668,32,33,,,,,
2669,32,34,,,,,
2670,32,35,,,,,
2671,32,36,,,,,
2672,32,37,,,,,
2673,32,38,,,,,
2674,32,39,,,,,
2675,32,40,,,,,
2676,32,41,,,,,
2677,32,42,,,,,
2678,32,43,,,,,
2679,32,44,,,,,
2680,32,45,,,,,
2681,32,46,,,,,
2682,32,47,,,,,
2683,32,48,,,,,
2684,32,49,,,,,
2685,32,50,,,,,
2686,32,51,,,,,
2687,32,52,,,,,
2688,32,53,,,,,
2689,32,54,,,,,
2690,32,55,,,,,
2691,32,56,,,,,
2692,32,57,,,,,
2693,32,58,,,,,
2694,32,59,,,,,
2695,32,60,,,,,
2696,32,61,,,,,
2697,32,62,,,,,
2698,32,63,,,,,
2699,32,64,,,,,
2700,32,65,,,,,
2701,32,66,,,,,
2702,32,67,,,,,
2703,32,68,,,,,
2704,32,69,,,,,
2705,32,70,,,,,
2706,32,71,,,,,
2707,32,72,,,,,
2708,32,73,,,,,
2709,32,74,,,,,
2710,32,75,,,,,
2711,32,76,,,,,
2712,32,77,,,,,
2713,32,78,,,,,
2714,32,79,,,,,
2715,32,80,,,,,
2716,32,81,,,,,
2717,32,82,,,,,
2718,32,83,,,,,
2719,32,84,,,,,
2720,32,85,,,,,
2721,33,1,,,,,
2722,33,2,,,,,
2723,33,3,,,,,
2724,33,4,,,,,
2725,33,5,,,,,
2726,33,6,,,,,
2727,33,7,,,,,
2728,33,8,,,,,
2729,33,9,,,,,
2730,33,10,,,,,
2731,33,11,,,,,
2732,33,12,,,,,
2733,33,13,,,,,
2734,33,14,,,,,
2735,33,15,,,,,
2736,33,16,,,,,
2737,33,17,,,,,
2738,33,18,,,,,
2739,33,19,,,,,
2740,33,20,,,,,
2741,33,21,,,,,
2742,33,22,,,,,
2743,33,23,,,,,
2744,33,24,,,,,
2745,33,25,,,,,
2746,33,26,,,,,
2747,33,27,,,,,
2748,33,28,,,,,
2749,33,29,,,,,
2750,33,30,,,,,
2751,33,31,,,,,
2752,33,32,,,,,
2753,33,33,,,,,
2754,33,34,,,,,
2755,33,35,,,,,
2756,33,36,,,,,
2757,33,37,,,,,
2758,33,38,,,,,
2759,33,39,,,,,
2760,33,40,,,,,
2761,33,41,,,,,
2762,33,42,,,,,
2763,33,43,,,,,
2764,33,44,,,,,
2765,33,45,,,,,
2766,33,46,,,,,
2767,33,47,,,,,
2768,33,48,,,,,
2769,33,49,,,,,
2770,33,50,,,,,
2771,33,51,,,,,
2772,33,52,,,,,
2773,33,53,,,,,
2774,33,54,,,,,
2775,33,55,,,,,
2776,33,56,,,,,
2777,33,57,,,,,
2778,33,58,,,,,
2779,33,59,,,,,
2780,33,60,,,,,
2781,33,61,,,,,
2782,33,62,,,,,
2783,33,63,,,,,
2784,33,64,,,,,
2785,33,65,,,,,
2786,33,66,,,,,
2787,33,67,,,,,
2788,33,68,,,,,
2789,33,69,,,,,
2790,33,70,,,,,
2791,33,71,,,,,
2792,33,72,,,,,
2793,33,73,,,,,
2794,33,74,,,,,
2795,33,75,,,,,
2796,33,76,,,,,
2797,33,77,,,,,
2798,33,78,,,,,
2799,33,79,,,,,
2800,33,80,,,,,
2801,33,81,,,,,
2802,33,82,,,,,
2803,33,83,,,,,
2804,33,84,,,,,
2805,33,85,,,,,
2806,34,1,,,,,
2807,34,2,,,,,
2808,34,3,,,,,
2809,34,4,,,,,
2810,34,5,,,,,
2811,34,6,,,,,
2812,34,7,,,,,
2813,34,8,,,,,
2814,34,9,,,,,
2815,34,10,,,,,
2816,34,11,,,,,
2817,34,12,,,,,
2818,34,13,,,,,
2819,34,14,,,,,
2820,34,15,,,,,
2821,34,16,,,,,
2822,34,17,,,,,
2823,34,18,,,,,
2824,34,19,,,,,
2825,34,20,,,,,
2826,34,21,,,,,
2827,34,22,,,,,
2828,34,23,,,,,
2829,34,24,,,,,
2830,34,25,,,,,
2831,34,26,,,,,
2832,34,27,,,,,
2833,34,28,,,,,
2834,34,29,,,,,
2835,34,30,,,,,
2836,34,31,,,,,
2837,34,32,,,,,
2838,34,33,,,,,
2839,34,34,,,,,
2840,34,35,,,,,
2841,34,36,,,,,
2842,34,37,,,,,
2843,34,38,,,,,
2844,34,39,,,,,
2845,34,40,,,,,
2846,34,41,,,,,
2847,34,42,,,,,
2848,34,43,,,,,
2849,34,44,,,,,
2850,34,45,,,,,
2851,34,46,,,,,
2852,34,47,,,,,
2853,34,48,,,,,
2854,34,49,,,,,
2855,34,50,,,,,
2856,34,51,,,,,
2857,34,52,,,,,
2858,34,53,,,,,
2859,34,54,,,,,
2860,34,55,,,,,
2861,34,56,,,,,
2862,34,57,,,,,
2863,34,58,,,,,
2864,34,59,,,,,
2865,34,60,,,,,
2866,34,61,,,,,
2867,34,62,,,,,
2868,34,63,,,,,
2869,34,64,,,,,
2870,34,65,,,,,
2871,34,66,,,,,
2872,34,67,,,,,
2873,34,68,,,,,
2874,34,69,,,,,
2875,34,70,,,,,
2876,34,71,,,,,
2877,34,72,,,,,
2878,34,73,,,,,
2879,34,74,,,,,
2880,34,75,,,,,
2881,34,76,,,,,
2882,34,77,,,,,
2883,34,78,,,,,
2884,34,79,,,,,
2885,34,80,,,,,
2886,34,81,,,,,
2887,34,82,,,,,
2888,34,83,,,,,
2889,34,84,,,,,
2890,34,85,,,,,
2891,35,1,,,,,
2892,35,2,,,,,
2893,35,3,,,,,
2894,35,4,,,,,
2895,35,5,,,,,
2896,35,6,,,,,
2897,35,7,,,,,
2898,35,8,,,,,
2899,35,9,,,,,
2900,35,10,,,,,
2901,35,11,,,,,
2902,35,12,,,,,
2903,35,13,,,,,
2904,35,14,,,,,
2905,35,15,,,,,
2906,35,16,,,,,
2907,35,17,,,,,
2908,35,18,,,,,
2909,35,19,,,,,
2910,35,20,,,,,
2911,35,21,,,,,
2912,35,22,,,,,
2913,35,23,,,,,
2914,35,24,,,,,
2915,35,25,,,,,
2916,35,26,,,,,
2917,35,27,,,,,
2918,35,28,,,,,
2919,35,29,,,,,
2920,35,30,,,,,
2921,35,31,,,,,
2922,35,32,,,,,
2923,35,33,,,,,
2924,35,34,,,,,
2925,35,35,,,,,
2926,35,36,,,,,
2927,35,37,,,,,
2928,35,38,,,,,
2929,35,39,,,,,
2930,35,40,,,,,
2931,35,41,,,,,
2932,35,42,,,,,
2933,35,43,,,,,
2934,35,44,,,,,
2935,35,45,,,,,
2936,35,46,,,,,
2937,35,47,,,,,
2938,35,48,,,,,
2939,35,49,,,,,
2940,35,50,,,,,
2941,35,51,,,,,
2942,35,52,,,,,
2943,35,53,,,,,
2944,35,54,,,,,
2945,35,55,,,,,
2946,35,56,,,,,
2947,35,57,,,,,
2948,35,58,,,,,
2949,35,59,,,,,
2950,35,60,,,,,
2951,35,61,,,,,
2952,35,62,,,,,
2953,35,63,,,,,
2954,35,64,,,,,
2955,35,65,,,,,
2956,35,66,,,,,
2957,35,67,,,,,
2958,35,68,,,,,
2959,35,69,,,,,
2960,35,70,,,,,
2961,35,71,,,,,
2962,35,72,,,,,
2963,35,73,,,,,
2964,35,74,,,,,
2965,35,75,,,,,
2966,35,76,,,,,
2967,35,77,,,,,
2968,35,78,,,,,
2969,35,79,,,,,
2970,35,80,,,,,
2971,35,81,,,,,
2972,35,82,,,,,
2973,35,83,,,,,
2974,35,84,,,,,
2975,35,85,,,,,
2976,36,1,,,,,
2977,36,2,,,,,
2978,36,3,,,,,
2979,36,4,,,,,
2980,36,5,,,,,
2981,36,6,,,,,
2982,36,7,,,,,
2983,36,8,,,,,
2984,36,9,,,,,
2985,36,10,,,,,
2986,36,11,,,,,
2987,36,12,,,,,
2988,36,13,,,,,
2989,36,14,,,,,
2990,36,15,,,,,
2991,36,16,,,,,
2992,36,17,,,,,
2993,36,18,,,,,
2994,36,19,,,,,
2995,36,20,,,,,
2996,36,21,,,,,
2997,36,22,,,,,
2998,36,23,,,,,
2999,36,24,,,,,
3000,36,25,,,,,
3001,36,26,,,,,
3002,36,27,,,,,
3003,36,28,,,,,
3004,36,29,,,,,
3005,36,30,,,,,
3006,36,31,,,,,
3007,36,32,,,,,
3008,36,33,,,,,
3009,36,34,,,,,
3010,36,35,,,,,
3011,36,36,,,,,
3012,36,37,,,,,
3013,36,38,,,,,
3014,36,39,,,,,
3015,36,40,,,,,
3016,36,41,,,,,
3017,36,42,,,,,
3018,36,43,,,,,
3019,36,44,,,,,
3020,36,45,,,,,
3021,36,46,,,,,
3022,36,47,,,,,
3023,36,48,,,,,
3024,36,49,,,,,
3025,36,50,,,,,
3026,36,51,,,,,
3027,36,52,,,,,
3028,36,53,,,,,
3029,36,54,,,,,
3030,36,55,,,,,
3031,36,56,,,,,
3032,36,57,,,,,
3033,36,58,,,,,
3034,36,59,,,,,
3035,36,60,,,,,
3036,36,61,,,,,
3037,36,62,,,,,
3038,36,63,,,,,
3039,36,64,,,,,
3040,36,65,,,,,
3041,36,66,,,,,
3042,36,67,,,,,
3043,36,68,,,,,
3044,36,69,,,,,
3045,36,70,,,,,
3046,36,71,,,,,
3047,36,72,,,,,
3048,36,73,,,,,
3049,36,74,,,,,
3050,36,75,,,,,
3051,36,76,,,,,
3052,36,77,,,,,
3053,36,78,,,,,
3054,36,79,,,,,
3055,36,80,,,,,
3056,36,81,,,,,
3057,36,82,,,,,
3058,36,83,,,,,
3059,36,84,,,,,
3060,36,85,,,,,
3061,37,1,,,,,
3062,37,2,,,,,
3063,37,3,,,,,
3064,37,4,,,,,
3065,37,5,,,,,
3066,37,6,,,,,
3067,37,7,,,,,
3068,37,8,,,,,
3069,37,9,,,,,
3070,37,10,,,,,
3071,37,11,,,,,
3072,37,12,,,,,
3073,37,13,,,,,
3074,37,14,,,,,
3075,37,15,,,,,
3076,37,16,,,,,
3077,37,17,,,,,
3078,37,18,,,,,
3079,37,19,,,,,
3080,37,20,,,,,
3081,37,21,,,,,
3082,37,22,,,,,
3083,37,23,,,,,
3084,37,24,,,,,
3085,37,25,,,,,
3086,37,26,,,,,
3087,37,27,,,,,
3088,37,28,,,,,
3089,37,29,,,,,
3090,37,30,,,,,
3091,37,31,,,,,
3092,37,32,,,,,
3093,37,33,,,,,
3094,37,34,,,,,
3095,37,35,,,,,
3096,37,36,,,,,
3097,37,37,,,,,
3098,37,38,,,,,
3099,37,39,,,,,
3100,37,40,,,,,
3101,37,41,,,,,
3102,37,42,,,,,
3103,37,43,,,,,
3104,37,44,,,,,
3105,37,45,,,,,
3106,37,46,,,,,
3107,37,47,,,,,
3108,37,48,,,,,
3109,37,49,,,,,
3110,37,50,,,,,
3111,37,51,,,,,
3112,37,52,,,,,
3113,37,53,,,,,
3114,37,54,,,,,
3115,37,55,,,,,
3116,37,56,,,,,
3117,37,57,,,,,
3118,37,58,,,,,
3119,37,59,,,,,
3120,37,60,,,,,
3121,37,61,,,,,
3122,37,62,,,,,
3123,37,63,,,,,
3124,37,64,,,,,
3125,37,65,,,,,
3126,37,66,,,,,
3127,37,67,,,,,
3128,37,68,,,,,
3129,37,69,,,,,
3130,37,70,,,,,
3131,37,71,,,,,
3132,37,72,,,,,
3133,37,73,,,,,
3134,37,74,,,,,
3135,37,75,,,,,
3136,37,76,,,,,
3137,37,77,,,,,
3138,37,78,,,,,
3139,37,79,,,,,
3140,37,80,,,,,
3141,37,81,,,,,
3142,37,82,,,,,
3143,37,83,,,,,
3144,37,84,,,,,
3145,37,85,,,,,
3146,38,1,,,,,
3147,38,2,,,,,
3148,38,3,,,,,
3149,38,4,,,,,
3150,38,5,,,,,
3151,38,6,,,,,
3152,38,7,,,,,
3153,38,8,,,,,
3154,38,9,,,,,
3155,38,10,,,,,
3156,38,11,,,,,
3157,38,12,,,,,
3158,38,13,,,,,
3159,38,14,,,,,
3160,38,15,,,,,
3161,38,16,,,,,
3162,38,17,,,,,
3163,38,18,,,,,
3164,38,19,,,,,
3165,38,20,,,,,
3166,38,21,,,,,
3167,38,22,,,,,
3168,38,23,,,,,
3169,38,24,,,,,
3170,38,25,,,,,
3171,38,26,,,,,
3172,38,27,,,,,
3173,38,28,,,,,
3174,38,29,,,,,
3175,38,30,,,,,
3176,38,31,,,,,
3177,38,32,,,,,
3178,38,33,,,,,
3179,38,34,,,,,
3180,38,35,,,,,
3181,38,36,,,,,
3182,38,37,,,,,
3183,38,38,,,,,
3184,38,39,,,,,
3185,38,40,,,,,
3186,38,41,,,,,
3187,38,42,,,,,
3188,38,43,,,,,
3189,38,44,,,,,
3190,38,45,,,,,
3191,38,46,,,,,
3192,38,47,,,,,
3193,38,48,,,,,
3194,38,49,,,,,
3195,38,50,,,,,
3196,38,51,,,,,
3197,38,52,,,,,
3198,38,53,,,,,
3199,38,54,,,,,
3200,38,55,,,,,
3201,38,56,,,,,
3202,38,57,,,,,
3203,38,58,,,,,
3204,38,59,,,,,
3205,38,60,,,,,
3206,38,61,,,,,
3207,38,62,,,,,
3208,38,63,,,,,
3209,38,64,,,,,
3210,38,65,,,,,
3211,38,66,,,,,
3212,38,67,,,,,
3213,38,68,,,,,
3214,38,69,,,,,
3215,38,70,,,,,
3216,38,71,,,,,
3217,38,72,,,,,
3218,38,73,,,,,
3219,38,74,,,,,
3220,38,75,,,,,
3221,38,76,,,,,
3222,38,77,,,,,
3223,38,78,,,,,
3224,38,79,,,,,
3225,38,80,,,,,
3226,38,81,,,,,
3227,38,82,,,,,
3228,38,83,,,,,
3229,38,84,,,,,
3230,38,85,,,,,
3231,39,1,,,,,
3232,39,2,,,,,
3233,39,3,,,,,
3234,39,4,,,,,
3235,39,5,,,,,
3236,39,6,,,,,
3237,39,7,,,,,
3238,39,8,,,,,
3239,39,9,,,,,
3240,39,10,,,,,
3241,39,11,,,,,
3242,39,12,,,,,
3243,39,13,,,,,
3244,39,14,,,,,
3245,39,15,,,,,
3246,39,16,,,,,
3247,39,17,,,,,
3248,39,18,,,,,
3249,39,19,,,,,
3250,39,20,,,,,
3251,39,21,,,,,
3252,39,22,,,,,
3253,39,23,,,,,
3254,39,24,,,,,
3255,39,25,,,,,
3256,39,26,,,,,
3257,39,27,,,,,
3258,39,28,,,,,
3259,39,29,,,,,
3260,39,30,,,,,
3261,39,31,,,,,
3262,39,32,,,,,
3263,39,33,,,,,
3264,39,34,,,,,
3265,39,35,,,,,
3266,39,36,,,,,
3267,39,37,,,,,
3268,39,38,,,,,
3269,39,39,,,,,
3270,39,40,,,,,
3271,39,41,,,,,
3272,39,42,,,,,
3273,39,43,,,,,
3274,39,44,,,,,
3275,39,45,,,,,
3276,39,46,,,,,
3277,39,47,,,,,
3278,39,48,,,,,
3279,39,49,,,,,
3280,39,50,,,,,
3281,39,51,,,,,
3282,39,52,,,,,
3283,39,53,,,,,
3284,39,54,,,,,
3285,39,55,,,,,
3286,39,56,,,,,
3287,39,57,,,,,
3288,39,58,,,,,
3289,39,59,,,,,
3290,39,60,,,,,
3291,39,61,,,,,
3292,39,62,,,,,
3293,39,63,,,,,
3294,39,64,,,,,
3295,39,65,,,,,
3296,39,66,,,,,
3297,39,67,,,,,
3298,39,68,,,,,
3299,39,69,,,,,
3300,39,70,,,,,
3301,39,71,,,,,
3302,39,72,,,,,
3303,39,73,,,,,
3304,39,74,,,,,
3305,39,75,,,,,
3306,39,76,,,,,
3307,39,77,,,,,
3308,39,78,,,,,
3309,39,79,,,,,
3310,39,80,,,,,
3311,39,81,,,,,
3312,39,82,,,,,
3313,39,83,,,,,
3314,39,84,,,,,
3315,39,85,,,,,
3316,40,1,,,,,
3317,40,2,,,,,
3318,40,3,,,,,
3319,40,4,,,,,
3320,40,5,,,,,
3321,40,6,,,,,
3322,40,7,,,,,
3323,40,8,,,,,
3324,40,9,,,,,
3325,40,10,,,,,
3326,40,11,,,,,
3327,40,12,,,,,
3328,40,13,,,,,
3329,40,14,,,,,
3330,40,15,,,,,
3331,40,16,,,,,
3332,40,17,,,,,
3333,40,18,,,,,
3334,40,19,,,,,
3335,40,20,,,,,
3336,40,21,,,,,
3337,40,22,,,,,
3338,40,23,,,,,
3339,40,24,,,,,
3340,40,25,,,,,
3341,40,26,,,,,
3342,40,27,,,,,
3343,40,28,,,,,
3344,40,29,,,,,
3345,40,30,,,,,
3346,40,31,,,,,
3347,40,32,,,,,
3348,40,33,,,,,
3349,40,34,,,,,
3350,40,35,,,,,
3351,40,36,,,,,
3352,40,37,,,,,
3353,40,38,,,,,
3354,40,39,,,,,
3355,40,40,,,,,
3356,40,41,,,,,
3357,40,42,,,,,
3358,40,43,,,,,
3359,40,44,,,,,
3360,40,45,,,,,
3361,40,46,,,,,
3362,40,47,,,,,
3363,40,48,,,,,
3364,40,49,,,,,
3365,40,50,,,,,
3366,40,51,,,,,
3367,40,52,,,,,
3368,40,53,,,,,
3369,40,54,,,,,
3370,40,55,,,,,
3371,40,56,,,,,
3372,40,57,,,,,
3373,40,58,,,,,
3374,40,59,,,,,
3375,40,60,,,,,
3376,40,61,,,,,
3377,40,62,,,,,
3378,40,63,,,,,
3379,40,64,,,,,
3380,40,65,,,,,
3381,40,66,,,,,
3382,40,67,,,,,
3383,40,68,,,,,
3384,40,69,,,,,
3385,40,70,,,,,
3386,40,71,,,,,
3387,40,72,,,,,
3388,40,73,,,,,
3389,40,74,,,,,
3390,40,75,,,,,
3391,40,76,,,,,
3392,40,77,,,,,
3393,40,78,,,,,
3394,40,79,,,,,
3395,40,80,,,,,
3396,40,81,,,,,
3397,40,82,,,,,
3398,40,83,,,,,
3399,40,84,,,,,
3400,40,85,,,,,
3401,41,1,,,,,
3402,41,2,,,,,
3403,41,3,,,,,
3404,41,4,,,,,
3405,41,5,,,,,
3406,41,6,,,,,
3407,41,7,,,,,
3408,41,8,,,,,
3409,41,9,,,,,
3410,41,10,,,,,
3411,41,11,,,,,
3412,41,12,,,,,
3413,41,13,,,,,
3414,41,14,,,,,
3415,41,15,,,,,
3416,41,16,,,,,
3417,41,17,,,,,
3418,41,18,,,,,
3419,41,19,,,,,
3420,41,20,,,,,
3421,41,21,,,,,
3422,41,22,,,,,
3423,41,23,,,,,
3424,41,24,,,,,
3425,41,25,,,,,
3426,41,26,,,,,
3427,41,27,,,,,
3428,41,28,,,,,
3429,41,29,,,,,
3430,41,30,,,,,
3431,41,31,,,,,
3432,41,32,,,,,
3433,41,33,,,,,
3434,41,34,,,,,
3435,41,35,,,,,
3436,41,36,,,,,
3437,41,37,,,,,
3438,41,38,,,,,
3439,41,39,,,,,
3440,41,40,,,,,
3441,41,41,,,,,
3442,41,42,,,,,
3443,41,43,,,,,
3444,41,44,,,,,
3445,41,45,,,,,
3446,41,46,,,,,
3447,41,47,,,,,
3448,41,48,,,,,
3449,41,49,,,,,
3450,41,50,,,,,
3451,41,51,,,,,
3452,41,52,,,,,
3453,41,53,,,,,
3454,41,54,,,,,
3455,41,55,,,,,
3456,41,56,,,,,
3457,41,57,,,,,
3458,41,58,,,,,
3459,41,59,,,,,
3460,41,60,,,,,
3461,41,61,,,,,
3462,41,62,,,,,
3463,41,63,,,,,
3464,41,64,,,,,
3465,41,65,,,,,
3466,41,66,,,,,
3467,41,67,,,,,
3468,41,68,,,,,
3469,41,69,,,,,
3470,41,70,,,,,
3471,41,71,,,,,
3472,41,72,,,,,
3473,41,73,,,,,
3474,41,74,,,,,
3475,41,75,,,,,
3476,41,76,,,,,
3477,41,77,,,,,
3478,41,78,,,,,
3479,41,79,,,,,
3480,41,80,,,,,
3481,41,81,,,,,
3482,41,82,,,,,
3483,41,83,,,,,
3484,41,84,,,,,
3485,41,85,,,,,
3486,42,1,,,,,
3487,42,2,,,,,
3488,42,3,,,,,
3489,42,4,,,,,
3490,42,5,,,,,
3491,42,6,,,,,
3492,42,7,,,,,
3493,42,8,,,,,
3494,42,9,,,,,
3495,42,10,,,,,
3496,42,11,,,,,
3497,42,12,,,,,
3498,42,13,,,,,
3499,42,14,,,,,
3500,42,15,,,,,
3501,42,16,,,,,
3502,42,17,,,,,
3503,42,18,,,,,
3504,42,19,,,,,
3505,42,20,,,,,
3506,42,21,,,,,
3507,42,22,,,,,
3508,42,23,,,,,
3509,42,24,,,,,
3510,42,25,,,,,
3511,42,26,,,,,
3512,42,27,,,,,
3513,42,28,,,,,
3514,42,29,,,,,
3515,42,30,,,,,
3516,42,31,,,,,
3517,42,32,,,,,
3518,42,33,,,,,
3519,42,34,,,,,
3520,42,35,,,,,
3521,42,36,,,,,
3522,42,37,,,,,
3523,42,38,,,,,
3524,42,39,,,,,
3525,42,40,,,,,
3526,42,41,,,,,
3527,42,42,,,,,
3528,42,43,,,,,
3529,42,44,,,,,
3530,42,45,,,,,
3531,42,46,,,,,
3532,42,47,,,,,
3533,42,48,,,,,
3534,42,49,,,,,
3535,42,50,,,,,
3536,42,51,,,,,
3537,42,52,,,,,
3538,42,53,,,,,
3539,42,54,,,,,
3540,42,55,,,,,
3541,42,56,,,,,
3542,42,57,,,,,
3543,42,58,,,,,
3544,42,59,,,,,
3545,42,60,,,,,
3546,42,61,,,,,
3547,42,62,,,,,
3548,42,63,,,,,
3549,42,64,,,,,
3550,42,65,,,,,
3551,42,66,,,,,
3552,42,67,,,,,
3553,42,68,,,,,
3554,42,69,,,,,
3555,42,70,,,,,
3556,42,71,,,,,
3557,42,72,,,,,
3558,42,73,,,,,
3559,42,74,,,,,
3560,42,75,,,,,
3561,42,76,,,,,
3562,42,77,,,,,
3563,42,78,,,,,
3564,42,79,,,,,
3565,42,80,,,,,
3566,42,81,,,,,
3567,42,82,,,,,
3568,42,83,,,,,
3569,42,84,,,,,
